Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Pat Connaughton,SG,29,MIL,32,12,29.0,4.3,8.8,.491,2.6,6.3,.415,1.8,2.6,.675,.638,0.8,1.0,.788,0.8,3.9,4.7,1.4,1.0,0.3,0.8,1.4,12.1
Tyler Cook,PF,24,CHI,3,0,6.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,1.3,1.3,1.000,0.0,0.7,0.7,1.0,0.0,0.0,0.3,0.7,2.7
Sharife Cooper,PG,20,ATL,7,0,2.6,0.3,1.1,.250,0.0,0.3,.000,0.3,0.9,.333,.250,0.0,0.0,,0.0,0.1,0.1,0.6,0.0,0.0,0.4,0.1,0.6
Petr Cornelie,PF,26,DEN,10,0,3.1,0.4,1.3,.308,0.0,0.7,.000,0.4,0.6,.667,.308,0.1,0.2,.500,0.6,0.6,1.2,0.3,0.0,0.1,0.2,0.5,0.9
DeMarcus Cousins,C,31,MIL,9,2,14.4,1.9,5.1,.370,0.6,2.6,.217,1.3,2.6,.522,.424,1.4,1.7,.867,1.4,3.7,5.1,1.1,1.1,0.2,1.3,2.7,5.8
Robert Covington,PF,31,POR,31,26,27.6,2.5,6.4,.394,1.5,4.6,.336,1.0,1.8,.545,.515,0.1,0.1,1.000,0.6,4.4,5.0,1.2,1.2,1.2,1.0,2.4,6.7
Torrey Craig,SF,31,IND,28,1,14.7,1.9,4.0,.486,0.5,1.9,.278,1.4,2.0,.684,.554,0.6,0.8,.773,1.1,2.0,3.1,0.8,0.4,0.3,0.6,1.5,5.0
Jae Crowder,PF,31,PHO,29,29,27.9,3.3,8.0,.412,1.9,5.3,.355,1.4,2.7,.526,.530,1.1,1.4,.800,0.4,4.4,4.8,1.3,1.1,0.5,0.9,2.3,9.6
Jarrett Culver,SG,22,MEM,12,0,8.6,1.8,3.5,.524,0.3,1.0,.250,1.6,2.5,.633,.560,0.3,0.7,.500,0.2,1.3,1.4,1.2,0.5,0.1,0.3,0.4,4.3
Cade Cunningham,PG,20,DET,24,24,32.3,5.8,14.9,.391,2.2,7.0,.317,3.6,8.0,.455,.465,1.8,2.1,.840,1.0,5.1,6.1,5.0,1.5,0.6,3.8,2.8,15.6
Seth Curry,SG,31,PHI,27,27,34.4,6.1,11.8,.516,2.1,5.4,.390,4.0,6.4,.622,.605,1.9,2.2,.864,0.5,2.5,3.0,3.0,0.8,0.2,1.6,2.4,16.1
Stephen Curry,PG,33,GSW,28,28,34.4,8.7,20.3,.430,5.4,13.5,.398,3.4,6.8,.492,.562,4.2,4.5,.929,0.7,4.8,5.5,6.1,1.6,0.5,3.4,2.0,27.0
Anthony Davis,C,28,LAL,27,27,35.4,9.3,17.9,.521,0.4,2.1,.179,8.9,15.8,.566,.531,4.3,6.0,.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
Ed Davis,C,32,CLE,11,2,9.6,0.8,1.1,.750,0.0,0.0,,0.8,1.1,.750,.750,0.1,0.4,.250,0.5,2.9,3.4,0.1,0.3,0.6,0.3,1.4,1.7
Terence Davis,SG,24,SAC,20,7,17.3,3.5,8.5,.414,1.4,4.8,.295,2.1,3.7,.568,.497,0.8,1.0,.750,0.3,2.7,3.0,1.0,0.8,0.4,1.3,2.5,9.2
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,31,13,17.5,2.6,4.5,.582,0.4,0.6,.611,2.3,4.0,.577,.621,1.0,1.4,.762,1.8,4.4,6.2,0.9,0.4,0.4,0.9,2.3,6.7
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,25,25,35.2,9.5,19.2,.496,0.8,2.4,.333,8.7,16.8,.519,.517,7.0,7.8,.893,0.6,4.6,5.2,4.2,0.9,0.4,2.1,2.3,26.8
Hamidou Diallo,SG,23,DET,22,5,17.0,3.1,5.7,.544,0.3,1.2,.269,2.8,4.5,.616,.572,1.1,1.6,.667,0.8,2.3,3.1,0.8,0.6,0.4,0.7,1.9,7.6
Gorgui Dieng,C,32,ATL,24,0,8.2,0.9,2.0,.449,0.4,1.0,.375,0.5,1.0,.520,.541,0.5,0.7,.688,0.9,2.2,3.1,0.6,0.3,0.3,0.5,1.4,2.7
Spencer Dinwiddie,PG,28,WAS,26,26,29.3,4.2,11.2,.378,1.6,4.9,.320,2.7,6.3,.423,.448,2.2,2.7,.841,0.7,4.2,5.0,5.1,0.5,0.2,1.7,2.3,12.3
Luka Dončić,PG,22,DAL,21,21,35.0,9.5,21.3,.447,2.7,8.3,.326,6.8,13.0,.526,.511,3.9,5.5,.698,0.8,7.2,8.0,8.5,1.0,0.5,4.6,2.5,25.6
Luguentz Dort,SF,22,OKC,26,26,32.3,6.0,13.9,.434,2.5,7.5,.338,3.5,6.4,.545,.525,2.8,3.3,.839,0.7,3.1,3.8,1.8,0.9,0.3,1.6,2.8,17.4
Ayo Dosunmu,SG,22,CHI,25,2,17.9,2.4,4.8,.504,0.7,1.6,.415,1.8,3.2,.550,.574,0.4,0.8,.579,0.5,1.6,2.1,1.2,0.4,0.2,0.8,1.5,6.0
Devon Dotson,PG,22,CHI,5,0,9.6,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.6,.625,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0,3.2
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,GSW,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
Andre Drummond,C,28,PHI,29,11,19.7,2.5,4.9,.503,0.0,0.0,.000,2.5,4.9,.507,.503,1.1,1.9,.564,3.0,6.4,9.3,1.9,1.0,1.1,1.7,2.5,6.0
Chris Duarte,SG,24,IND,29,22,29.1,5.0,11.9,.420,1.8,5.3,.340,3.2,6.6,.484,.496,1.1,1.5,.744,0.6,3.6,4.2,2.1,1.0,0.1,1.7,1.8,12.9
David Duke,G,22,BRK,5,3,27.2,3.4,9.4,.362,0.4,2.8,.143,3.0,6.6,.455,.383,1.4,1.8,.778,3.6,3.6,7.2,1.4,1.2,0.6,0.6,2.8,8.6
Kevin Durant,PF,33,BRK,27,27,37.0,10.8,20.6,.523,1.9,4.9,.382,8.9,15.7,.567,.568,6.3,7.1,.886,0.5,7.4,7.9,5.9,0.6,0.9,3.2,1.8,29.7
Anthony Edwards,SG,20,MIN,28,28,35.9,8.1,18.7,.434,3.1,8.6,.360,5.0,10.0,.498,.517,2.8,3.5,.788,1.2,4.6,5.8,3.6,1.6,0.7,3.3,2.3,22.1
Kessler Edwards,SF,21,BRK,5,1,25.4,3.6,8.0,.450,1.4,3.4,.412,2.2,4.6,.478,.538,0.0,0.0,,1.8,3.2,5.0,1.2,0.6,0.6,1.2,1.2,8.6
CJ Elleby,SF,21,POR,14,0,5.4,0.7,1.6,.455,0.3,0.9,.333,0.4,0.7,.600,.545,0.0,0.0,,0.1,1.1,1.3,0.3,0.0,0.0,0.5,0.8,1.7
Wayne Ellington,SG,34,LAL,23,5,21.4,2.2,5.7,.389,2.0,5.3,.385,0.2,0.4,.444,.569,0.2,0.2,.800,0.2,1.4,1.7,0.8,0.6,0.1,0.5,1.1,6.7
Joel Embiid,C,27,PHI,19,19,33.1,7.5,16.9,.445,1.3,3.4,.369,6.3,13.5,.465,.483,7.9,9.9,.799,1.6,9.3,10.9,4.3,1.1,1.3,2.6,2.7,24.3
James Ennis,F,31,BRK,1,0,12.0,1.0,6.0,.167,1.0,2.0,.500,0.0,4.0,.000,.250,0.0,0.0,,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0
Drew Eubanks,C,24,SAS,28,8,13.8,1.9,3.8,.509,0.0,0.2,.200,1.9,3.6,.525,.514,1.4,1.8,.796,1.2,3.2,4.4,1.3,0.4,0.8,1.3,1.5,5.3
Tacko Fall,C,26,CLE,8,0,3.1,0.3,0.6,.400,0.0,0.0,,0.3,0.6,.400,.400,0.1,0.6,.200,0.1,0.5,0.6,0.0,0.0,0.3,0.1,0.1,0.6
Derrick Favors,C,30,OKC,22,9,16.5,2.5,5.0,.509,0.1,0.4,.222,2.5,4.6,.535,.518,0.5,0.8,.556,1.4,3.6,5.0,0.6,0.5,0.2,0.3,1.4,5.6
Bruno Fernando,C,23,BOS,8,0,2.3,0.3,0.4,.667,0.0,0.0,,0.3,0.4,.667,.667,0.0,0.0,,0.1,0.1,0.3,0.1,0.0,0.1,0.4,0.4,0.5
Dorian Finney-Smith,PF,28,DAL,29,29,32.3,3.7,8.1,.449,1.8,4.8,.379,1.8,3.3,.552,.561,0.7,1.1,.613,1.7,3.0,4.7,1.8,1.4,0.5,0.9,2.3,9.8
Malik Fitts,PF,24,UTA,4,0,2.5,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Flynn,PG,23,TOR,21,0,8.6,1.3,3.3,.391,0.5,1.6,.303,0.8,1.7,.472,.464,0.2,0.3,.571,0.2,0.9,1.1,0.9,0.5,0.1,0.3,1.0,3.2
Bryn Forbes,SG,28,SAS,28,0,14.6,2.9,6.2,.468,1.4,3.1,.432,1.5,3.0,.506,.578,0.9,1.0,.889,0.1,1.0,1.1,0.7,0.4,0.1,0.9,0.8,8.0
Aleem Ford,F,24,ORL,2,0,12.5,2.0,4.5,.444,1.0,3.5,.286,1.0,1.0,1.000,.556,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,5.0
Trent Forrest,PG,23,UTA,22,0,7.4,0.5,1.0,.524,0.0,0.1,.333,0.5,0.8,.556,.548,0.4,0.5,.800,0.3,0.8,1.1,0.7,0.2,0.0,0.5,0.5,1.4
Evan Fournier,SG,29,NYK,30,30,28.6,4.8,11.3,.423,2.5,6.6,.374,2.3,4.7,.493,.533,1.1,1.4,.762,0.4,2.3,2.7,1.7,0.9,0.2,1.4,1.9,13.1
De'Aaron Fox,PG,24,SAC,29,29,34.2,7.9,17.4,.455,1.1,4.1,.263,6.9,13.3,.514,.486,4.3,5.9,.741,0.5,3.1,3.7,5.0,1.4,0.4,2.7,2.8,21.3
Enes Freedom,C,29,BOS,19,0,11.7,1.7,3.5,.478,0.1,0.2,.333,1.6,3.4,.484,.485,0.8,0.9,.833,2.2,3.2,5.4,0.2,0.2,0.5,0.6,1.1,4.2
Daniel Gafford,C,23,WAS,28,28,21.5,3.9,5.9,.655,0.0,0.0,,3.9,5.9,.655,.655,1.3,1.8,.720,2.2,4.2,6.4,1.0,0.5,1.8,1.1,2.6,9.0
Danilo Gallinari,PF,33,ATL,26,0,21.8,3.1,7.4,.415,1.6,3.8,.418,1.5,3.7,.411,.521,1.8,2.0,.923,0.5,3.4,4.0,1.3,0.5,0.2,0.5,1.4,9.6
Langston Galloway,G,30,BRK,2,0,16.0,1.5,3.5,.429,0.5,2.0,.250,1.0,1.5,.667,.500,0.0,0.0,,0.5,2.0,2.5,1.5,0.0,0.0,1.0,0.0,3.5
Darius Garland,PG,22,CLE,29,29,34.2,7.2,15.1,.476,2.6,6.7,.392,4.6,8.4,.543,.563,2.1,2.4,.899,0.4,2.6,3.0,7.3,1.3,0.1,3.8,1.8,19.1
Marcus Garrett,SG,23,MIA,8,0,6.6,0.3,0.8,.333,0.1,0.1,1.000,0.1,0.6,.200,.417,0.0,0.3,.000,0.4,0.8,1.1,0.5,0.1,0.3,0.1,0.9,0.6
Usman Garuba,PF,19,HOU,10,0,6.7,0.6,1.6,.375,0.2,0.9,.222,0.4,0.7,.571,.438,0.1,0.2,.500,0.6,1.7,2.3,0.7,0.4,0.4,0.3,0.7,1.5
Luka Garza,C,23,DET,17,2,9.4,1.5,3.2,.455,0.4,1.2,.350,1.1,2.1,.514,.518,0.7,1.1,.667,1.1,1.0,2.1,0.4,0.4,0.1,0.5,1.6,4.1
Rudy Gay,PF,35,UTA,15,0,19.2,3.1,7.1,.434,1.8,4.7,.380,1.3,2.3,.543,.561,1.0,1.4,.714,0.7,4.1,4.9,1.0,0.5,0.2,0.9,1.5,8.9
Paul George,SF,31,LAC,24,24,35.9,9.2,21.7,.422,2.7,8.4,.318,6.5,13.3,.488,.484,4.0,4.5,.880,0.4,6.9,7.3,5.4,1.9,0.4,4.3,2.6,25.0
Taj Gibson,C,36,NYK,14,1,18.6,1.2,3.0,.405,0.1,0.6,.125,1.1,2.4,.471,.417,0.6,0.8,.818,1.6,2.6,4.2,0.6,0.4,1.1,0.9,3.0,3.1
Josh Giddey,SG,19,OKC,26,26,30.0,4.5,11.4,.392,0.8,3.5,.242,3.6,7.9,.459,.429,0.8,1.2,.700,1.5,5.7,7.2,6.0,0.9,0.6,2.9,1.8,10.6
Shai Gilgeous-Alexander,PG,23,OKC,25,25,34.9,7.4,17.8,.413,2.0,6.4,.308,5.4,11.5,.470,.467,4.9,6.0,.813,0.6,4.0,4.6,4.9,0.9,0.7,2.4,2.2,21.6
Anthony Gill,PF,29,WAS,12,0,5.3,0.8,1.1,.769,0.3,0.3,1.000,0.6,0.8,.700,.885,0.6,0.7,.875,0.5,0.9,1.4,0.2,0.0,0.2,0.2,0.6,2.5
Rudy Gobert,C,29,UTA,29,29,31.7,5.4,7.4,.738,0.0,0.0,.000,5.4,7.3,.742,.738,4.2,6.3,.672,3.1,11.7,14.8,1.0,0.8,2.3,1.8,2.6,15.1
Aaron Gordon,PF,26,DEN,29,29,32.6,5.3,10.3,.518,1.0,3.0,.349,4.3,7.3,.587,.569,2.4,3.1,.758,1.9,3.7,5.6,2.3,0.6,0.7,1.6,2.0,14.1
Eric Gordon,SG,33,HOU,25,14,29.8,5.3,10.9,.484,2.4,5.3,.444,2.9,5.6,.521,.592,1.9,2.7,.706,0.2,1.6,1.8,3.2,0.6,0.5,2.6,1.2,14.8
Devonte' Graham,PG,26,NOP,28,28,31.3,4.6,12.3,.377,3.0,8.2,.370,1.6,4.1,.391,.500,1.4,1.8,.784,0.5,2.0,2.5,4.5,1.2,0.1,1.6,1.4,13.8
Jerami Grant,PF,27,DET,24,24,33.2,6.6,15.9,.414,1.8,5.3,.331,4.8,10.6,.455,.469,5.2,6.1,.849,1.0,3.9,4.8,2.6,1.1,1.1,2.1,2.3,20.1
Hassani Gravett,G,25,ORL,2,0,24.5,2.0,5.0,.400,1.5,4.0,.375,0.5,1.0,.500,.550,1.0,1.0,1.000,0.5,3.0,3.5,3.0,1.0,0.0,1.5,2.5,6.5
Danny Green,SF,34,PHI,23,17,24.3,2.4,5.9,.415,1.9,5.0,.383,0.5,0.9,.600,.578,0.3,0.3,1.000,0.6,2.1,2.7,1.2,1.4,0.8,1.0,1.9,7.0
Draymond Green,PF,31,GSW,28,28,30.3,3.3,5.9,.548,0.3,1.0,.276,3.0,4.9,.606,.572,1.4,2.3,.600,1.2,6.8,7.9,7.3,1.3,1.0,3.0,2.8,8.2
Jalen Green,SG,19,HOU,18,18,30.8,4.8,12.7,.382,1.8,6.4,.278,3.1,6.3,.487,.452,2.6,3.2,.807,0.4,2.7,3.1,2.3,0.6,0.2,2.7,1.6,14.0
JaMychal Green,PF,31,DEN,25,4,14.4,2.1,5.1,.409,0.5,2.4,.220,1.6,2.7,.574,.461,0.7,0.9,.783,0.9,2.4,3.3,0.8,0.8,0.5,1.0,2.2,5.4
Javonte Green,SF,28,CHI,24,13,21.2,2.1,4.4,.481,0.5,1.2,.393,1.7,3.3,.513,.533,0.8,1.1,.769,1.7,2.7,4.3,0.8,0.8,0.4,0.7,2.0,5.5
Jeff Green,C,35,DEN,29,20,25.2,3.5,7.1,.493,0.8,2.4,.343,2.7,4.7,.570,.551,2.2,2.6,.829,0.4,2.7,3.1,1.2,0.3,0.5,1.0,2.3,10.0
Josh Green,SG,21,DAL,17,0,7.4,1.1,1.8,.600,0.2,0.4,.500,0.9,1.4,.625,.650,0.1,0.2,.250,0.5,1.1,1.5,0.5,0.4,0.1,0.2,0.9,2.4
Blake Griffin,PF,32,BRK,22,20,22.1,2.5,6.7,.367,0.7,3.5,.197,1.8,3.2,.549,.418,1.1,1.6,.714,1.1,3.9,5.0,2.2,0.6,0.5,0.6,2.5,6.7
Quentin Grimes,SG,21,NYK,14,1,8.5,1.2,2.7,.447,1.1,2.3,.469,0.1,0.4,.333,.645,0.1,0.1,1.000,0.1,0.8,0.9,0.4,0.2,0.1,0.6,0.7,3.6
Tyrese Haliburton,SG,21,SAC,29,29,33.3,4.9,10.7,.460,1.8,4.4,.411,3.1,6.2,.494,.545,0.8,1.0,.759,1.0,3.1,4.1,6.0,1.7,0.8,2.0,1.4,12.4
R.J. Hampton,SG,20,ORL,29,1,18.5,2.6,6.4,.398,1.0,2.5,.417,1.5,3.9,.386,.478,1.3,2.2,.603,0.3,2.5,2.8,2.3,0.5,0.1,1.5,1.4,7.4
Tim Hardaway Jr.,SG,29,DAL,29,20,31.7,5.3,13.5,.391,2.5,7.6,.332,2.8,5.9,.468,.485,1.8,2.4,.743,0.4,3.6,4.0,2.4,1.0,0.1,0.7,1.9,14.9
James Harden,PG,32,BRK,26,26,36.2,5.9,14.7,.404,2.5,7.3,.337,3.5,7.3,.471,.488,6.5,7.4,.885,0.9,7.0,7.9,9.6,1.4,0.7,5.0,2.4,20.8
Maurice Harkless,SF,28,SAC,21,14,19.6,1.4,3.7,.390,0.5,2.2,.217,1.0,1.5,.645,.455,0.4,0.6,.667,0.1,2.3,2.4,0.5,0.5,0.5,0.5,1.7,3.7
Montrezl Harrell,C,28,WAS,31,3,25.8,5.5,8.5,.642,0.1,0.3,.333,5.4,8.3,.652,.647,3.4,4.6,.729,2.2,5.3,7.5,2.2,0.5,0.6,1.2,1.9,14.5
Gary Harris,SG,27,ORL,24,14,27.1,3.5,8.1,.433,1.2,3.6,.322,2.3,4.5,.523,.505,0.8,1.1,.769,0.9,1.6,2.5,1.9,0.7,0.2,1.2,1.7,9.0
Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3
Tobias Harris,PF,29,PHI,21,21,34.3,7.1,15.6,.459,1.2,4.1,.299,5.9,11.4,.517,.498,3.0,3.5,.849,1.0,6.7,7.7,3.4,0.3,0.6,1.6,1.7,18.5
Shaquille Harrison,G,28,BRK,1,0,21.0,2.0,6.0,.333,0.0,2.0,.000,2.0,4.0,.500,.333,0.0,0.0,,1.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0
Josh Hart,PF,26,NOP,24,23,31.5,4.3,8.4,.507,0.8,2.3,.321,3.5,6.0,.579,.552,2.0,2.7,.766,1.2,6.0,7.2,4.3,0.8,0.3,1.8,2.8,11.3
Isaiah Hartenstein,C,23,LAC,29,0,16.4,3.2,4.9,.662,0.1,0.1,.667,3.2,4.8,.662,.669,1.1,1.7,.653,1.8,2.9,4.7,1.9,0.8,1.3,1.0,2.6,7.7
Udonis Haslem,C,41,MIA,5,0,4.6,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,,0.2,1.0,1.2,0.2,0.0,0.2,0.0,1.0,1.2
Sam Hauser,SF,24,BOS,3,0,2.3,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,1.0
Jaxson Hayes,C,21,NOP,20,0,11.7,2.0,4.0,.506,0.2,0.6,.364,1.8,3.4,.529,.532,1.4,1.9,.757,1.3,2.0,3.2,0.3,0.3,0.6,0.7,1.6,5.6
Killian Hayes,PG,20,DET,24,24,25.9,2.3,6.6,.340,0.9,2.9,.319,1.3,3.8,.356,.409,1.0,1.0,.920,0.5,2.8,3.3,3.7,1.1,0.5,1.5,2.6,6.4
Gordon Hayward,SF,31,CHO,32,32,33.7,6.3,13.6,.461,1.8,4.7,.396,4.4,8.9,.495,.529,3.4,3.9,.857,0.8,3.9,4.8,3.8,0.8,0.6,1.9,1.7,17.7
Aaron Henry,SF,22,PHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Hernangómez,PF,26,BOS,15,0,4.2,0.3,1.2,.222,0.1,0.8,.167,0.1,0.4,.333,.278,0.3,0.3,.800,0.4,0.7,1.1,0.1,0.3,0.0,0.4,0.3,0.9
Willy Hernangómez,C,27,NOP,17,0,14.1,3.2,5.1,.632,0.1,0.1,1.000,3.1,5.0,.624,.644,1.4,1.9,.719,2.3,4.3,6.6,1.4,0.4,0.3,0.9,1.9,7.9
Tyler Herro,SG,22,MIA,25,7,32.9,7.8,17.8,.440,2.6,6.8,.382,5.2,11.0,.476,.513,2.0,2.4,.864,0.8,4.5,5.2,3.7,0.6,0.1,3.1,1.3,20.3
Buddy Hield,SG,29,SAC,31,4,28.9,5.4,13.6,.392,3.6,9.7,.374,1.7,3.9,.438,.526,1.6,1.9,.864,0.7,3.2,3.9,2.1,0.8,0.3,1.6,2.1,16.0
George Hill,SG,35,MIL,26,12,26.4,2.8,6.2,.456,0.9,2.8,.315,1.9,3.3,.575,.528,1.2,1.3,.939,0.9,2.5,3.4,2.5,0.8,0.1,1.2,1.6,7.7
Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,.150,0.2,1.0,.154,0.1,0.5,.143,.200,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6
Aaron Holiday,PG,25,WAS,30,8,16.1,2.4,5.2,.471,0.5,1.4,.349,1.9,3.7,.518,.519,0.6,0.8,.792,0.1,1.5,1.6,1.7,0.5,0.3,1.0,1.6,6.0
Jrue Holiday,PG,31,MIL,25,24,32.8,7.2,15.0,.479,1.7,4.8,.353,5.5,10.2,.537,.535,1.3,2.0,.673,0.8,3.6,4.4,6.4,1.4,0.5,2.6,2.0,17.3
Justin Holiday,SF,32,IND,25,16,27.7,3.6,9.0,.394,2.4,6.7,.353,1.2,2.4,.508,.524,0.5,0.6,.800,0.3,2.5,2.8,1.6,0.5,0.3,0.8,2.1,10.0
Richaun Holmes,C,28,SAC,22,22,27.1,5.9,8.4,.707,0.1,0.2,.500,5.8,8.2,.711,.712,2.1,2.6,.807,2.7,6.6,9.3,1.4,0.3,1.0,1.4,3.0,14.0
Rodney Hood,SF,29,MIL,24,0,15.8,1.3,3.5,.357,0.7,2.2,.308,0.6,1.3,.438,.452,0.5,0.5,1.000,0.4,1.6,2.0,0.8,0.3,0.0,0.2,0.9,3.7
Al Horford,C,35,BOS,24,24,29.6,4.5,9.8,.453,1.3,4.4,.295,3.2,5.5,.580,.519,2.0,2.3,.857,1.5,6.3,7.8,3.5,0.8,1.5,1.0,2.3,12.2
Talen Horton-Tucker,SG,21,LAL,15,12,28.8,4.3,10.7,.406,1.0,3.6,.278,3.3,7.1,.472,.453,1.6,1.9,.828,0.7,3.8,4.5,2.9,1.3,0.5,1.5,3.1,11.3
Danuel House,SF,28,HOU,16,1,14.6,1.6,4.6,.338,0.6,2.1,.294,0.9,2.5,.375,.405,1.1,1.2,.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8
Dwight Howard,C,36,LAL,25,3,15.1,1.8,2.9,.625,0.2,0.3,.750,1.6,2.6,.609,.667,1.1,1.8,.609,1.6,3.8,5.4,0.5,0.8,0.7,0.9,1.8,5.0
Markus Howard,SG,22,DEN,16,0,7.3,1.4,3.9,.355,1.1,2.9,.391,0.3,1.0,.250,.500,0.4,0.5,.875,0.0,0.3,0.3,0.3,0.4,0.0,0.4,0.7,4.3
Kevin Huerter,SG,23,ATL,28,18,27.6,4.2,9.0,.462,1.8,4.6,.380,2.4,4.4,.548,.559,0.4,0.5,.857,0.4,2.9,3.3,2.7,0.4,0.3,1.3,1.9,10.5
Jay Huff,C,23,LAL,2,0,6.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0
Elijah Hughes,SF,23,UTA,6,0,2.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.3,1.000,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.3
De'Andre Hunter,SF,24,ATL,11,11,27.8,4.5,10.1,.450,1.4,3.5,.395,3.2,6.6,.479,.518,0.4,0.9,.400,0.4,2.4,2.7,0.6,0.6,0.3,1.3,2.9,10.8
Chandler Hutchison,SF,25,PHO,5,0,2.8,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,.500,0.4,0.4,1.000,0.0,1.0,1.0,0.2,0.0,0.0,0.6,0.2,0.8
Bones Hyland,PG,21,DEN,20,0,16.8,3.0,7.5,.400,1.7,4.7,.362,1.3,2.8,.464,.513,1.3,1.4,.929,0.2,1.7,1.9,1.6,0.7,0.3,0.9,1.8,9.0
Serge Ibaka,C,32,LAC,11,3,14.0,1.5,4.3,.362,0.7,1.8,.400,0.8,2.5,.333,.447,0.5,0.7,.625,1.1,2.0,3.1,1.2,0.2,0.3,0.5,1.9,4.3
Andre Iguodala,SF,38,GSW,15,0,19.9,1.6,4.1,.393,0.5,2.5,.189,1.1,1.6,.708,.451,0.4,0.5,.750,0.7,2.8,3.5,3.7,0.7,0.8,0.7,0.9,4.1
Joe Ingles,SF,34,UTA,29,6,24.8,2.7,6.1,.446,2.0,4.9,.401,0.8,1.2,.629,.607,0.3,0.4,.769,0.4,2.6,3.0,3.4,0.5,0.1,1.1,1.8,7.8
Brandon Ingram,SF,24,NOP,24,24,35.6,8.5,19.1,.448,1.8,5.0,.361,6.8,14.1,.478,.495,4.5,5.4,.823,0.8,5.5,6.2,4.9,0.7,0.4,2.9,2.1,23.3
Frank Jackson,PG,23,DET,29,2,22.2,3.7,9.0,.412,1.9,5.7,.331,1.8,3.3,.552,.517,1.3,1.6,.848,0.3,1.2,1.4,0.8,0.4,0.2,0.9,1.5,10.7
Isaiah Jackson,PF,20,IND,7,0,5.1,0.7,2.0,.357,0.0,0.0,,0.7,2.0,.357,.357,0.1,0.3,.500,0.6,1.0,1.6,0.0,0.1,0.1,0.1,1.3,1.6
Jaren Jackson Jr.,PF,22,MEM,30,30,26.9,5.6,13.2,.428,2.0,5.9,.333,3.7,7.3,.505,.503,3.2,3.7,.848,1.1,4.2,5.2,1.0,0.9,1.9,1.6,3.5,16.4
